"","plot","sp","cover","accepted_name"
"3557","W142","Rhamnuscathartica",68,"Rhamnus cathartica"
"3558","W146","0",0,""
"3559","W71","0",0,""
"3560","W72","0",0,""
"3561","W87","Aesculussp.",2,"Aesculus"
"3562","W87","Prunusvirginiana",1,"Prunus virginiana"
"3563","W87","Viburnumsp.",4,"Viburnum"
"3564","W87","Fraxinussp.",1,"Fraxinus"
"3565","W91","Rubusoccidentalis",1,"Rubus occidentalis"
"3566","W91","Ulmusamericana",2,"Ulmus americana"
"3567","W95","Quercusalba",9,"Quercus alba"
"3568","W95","Fraxinuspennsylvanica",1,"Fraxinus pennsylvanica"
"3569","WW124","Loniceramaackii",7,"Lonicera maackii"
"3570","WW130","Loniceramaackii",9,"Lonicera maackii"
"3571","WW137","Ostryavirginiana",1,"Ostrya virginiana"
"3572","WW137","Loniceramaackii",4,"Lonicera maackii"
"3573","WW137","Fraxinuspennsylvanica",5,"Fraxinus pennsylvanica"
"3574","WW137","Ostryavirginiana",4,"Ostrya virginiana"
"3575","WW137","Rhamnuscathartica",1,"Rhamnus cathartica"
"3576","WW140","Fraxinuspennsylvanica",7,"Fraxinus pennsylvanica"
"3577","WW140","Ostryavirginiana",2,"Ostrya virginiana"
"3578","X110","Loniceramaackii",1,"Lonicera maackii"
"3579","X118","Acersaccharum",1,"Acer saccharum"
"3580","X125","Celtisoccidentalis",1,"Celtis occidentalis"
"3581","X125","Ulmusamericana",2,"Ulmus americana"
"3582","X138","0",0,""
"3583","X139","0",0,""
"3584","X143","0",0,""
"3585","X76","Viburnumsp.",1,"Viburnum"
"3586","X76","Rubusallegheniensis",1,"Rubus allegheniensis"
"3587","X76","Toxicondendronradicans",1,"Toxicodendron radicans"
"3588","X76","Acersaccharum",1,"Acer saccharum"
"3589","X78","0",0,""
"3590","X87","0",0,""
"3591","X93","0",0,""
"3592","XX125","Loniceramaackii",5,"Lonicera maackii"
"3593","XX129","Loniceramaackii",8,"Lonicera maackii"
"3594","XX134","Rhamnuscathartica",3,"Rhamnus cathartica"
"3595","XX134","Loniceramaackii",2,"Lonicera maackii"
"3596","XX142","Loniceramaackii",3,"Lonicera maackii"
"3597","XX142","Prunusvirginiana",3,"Prunus virginiana"
"3598","XX147","Quercusmacrocarpa",2,"Quercus macrocarpa"
"3599","XX147","Loniceramaackii",4,"Lonicera maackii"
"3600","Y105","Prunusserotina",6,"Prunus serotina"
"3601","Y110","Prunusvirginiana",4,"Prunus virginiana"
"3602","Y112","0",0,""
"3603","Y115","0",0,""
"3604","Y121","Acersaccharum",1,"Acer saccharum"
"3605","Y121","Acersaccharum",6,"Acer saccharum"
"3606","Y128","0",0,""
"3607","Y130","0",0,""
"3608","Y135","Acersaccharum",1,"Acer saccharum"
"3609","Y135","Loniceramaackii",1,"Lonicera maackii"
"3610","Y141","0",0,""
"3611","Y147","0",0,""
"3612","Y90","0",0,""
"3613","Y94","0",0,""
"3614","Y96","0",0,""
"3615","YY122","Loniceramaackii",4,"Lonicera maackii"
"3616","YY122","Rhamnuscathartica",11,"Rhamnus cathartica"
"3617","YY122","Juniperusvirginiana",1,"Juniperus virginiana"
"3618","YY122","Rhamnuscathartica",12,"Rhamnus cathartica"
"3619","YY122","Fraxinuspennsylvanica",2,"Fraxinus pennsylvanica"
"3620","YY132","0",0,""
"3621","YY137","Caryacordiformis",1,"Carya cordiformis"
"3622","YY140","Loniceramaackii",3,"Lonicera maackii"
"3623","YY140","Rosamultiflora",1,"Rosa multiflora"
"3624","YY146","0",0,""
"3625","Z118","Caryacordiformis",1,"Carya cordiformis"
"3626","Z122","Acersaccharum",11,"Acer saccharum"
"3627","Z122","Prunusserotina",2,"Prunus serotina"
"3628","Z122","Rhamnuscathartica",1,"Rhamnus cathartica"
"3629","Z128","Acersaccharum",2,"Acer saccharum"
"3630","Z132","0",0,""
"3631","Z143","0",0,""
"3632","Z76","0",0,""
"3633","Z86","0",0,""
"3634","Z92","0",0,""
"3635","ZZ130","Caryacordiformis",1,"Carya cordiformis"
"3636","ZZ130","Loniceramaackii",13,"Lonicera maackii"
"3637","ZZ132","Loniceramaackii",16,"Lonicera maackii"
"3638","ZZ134","Rhamnuscathartica",2,"Rhamnus cathartica"
"3639","ZZ134","Fraxinuspennsylvanica",2,"Fraxinus pennsylvanica"
"3640","ZZ142","Prunusvirginiana",11,"Prunus virginiana"
"3641","ZZ142","Fraxinuspennsylvanica",1,"Fraxinus pennsylvanica"
"3642","ZZ142","Fraxinuspennsylvanica",2,"Fraxinus pennsylvanica"
"3643","ZZ142","Ulmusamericana",1,"Ulmus americana"
"3644","ZZ134","Loniceramaackii",5,"Lonicera maackii"
"3645","ZZ134","Rosamultiflora",1,"Rosa multiflora"
"3646","A107","0",0,""
"3647","A116","Salixsp.",3.77247726,"Salix"
"3648","A116","Quercusmacrocarpa",0.7212915,"Quercus macrocarpa"
"3649","A116","Salixsp.",0.63615456,"Salix"
"3650","A121","Juglansnigra",0.70880184,"Juglans nigra"
"3651","A121","Juglansnigra",1.1467035,"Juglans nigra"
"3652","A121","Ostryavirginiana",1.968894,"Ostrya virginiana"
"3653","A121","Ostryavirginiana",2.5211115,"Ostrya virginiana"
"3654","A124","Acersaccharum",4.33723896,"Acer saccharum"
"3655","A124","Acersaccharum",2.885166,"Acer saccharum"
"3656","A124","Prunusserotina",3.35442816,"Prunus serotina"
"3657","A124","Tiliaamericana",3.24709344,"Tilia americana"
"3658","A124","Tiliaamericana",7.95869496,"Tilia americana"
"3659","A124","Acersaccharum",1.70868366,"Acer saccharum"
"3660","A124","Ostryavirginiana",0.86587704,"Ostrya virginiana"
"3661","A124","Prunusserotina",1.46690784,"Prunus serotina"
"3662","A124","Tiliaamericana",1.22715,"Tilia americana"
"3663","A124","Ostryavirginiana",1.576206,"Ostrya virginiana"
"3664","A126","Acersaccharum",3.22053246,"Acer saccharum"
"3665","A126","Tiliaamericana",4.87593054,"Tilia americana"
"3666","A126","Tiliaamericana",7.6696875,"Tilia americana"
"3667","A126","Tiliaamericana",2.885166,"Tilia americana"
"3668","A126","Tiliaamericana",5.4117315,"Tilia americana"
"3669","A126","Tiliaamericana",3.80121984,"Tilia americana"
"3670","A126","Tiliaamericana",4.4300115,"Tilia americana"
"3671","A126","Acersaccharum",2.7610875,"Acer saccharum"
"3672","A126","Tiliaamericana",2.24753886,"Tilia americana"
"3673","A126","Tiliaamericana",0.89358336,"Tilia americana"
"3674","A126","Tiliaamericana",2.639736,"Tilia americana"
"3675","A126","Tiliaamericana",0.9939915,"Tilia americana"
"3676","A126","Tiliaamericana",1.44907326,"Tilia americana"
"3677","A126","Tiliaamericana",1.16257464,"Tilia americana"
"3678","A126","Tiliaamericana",0.95030496,"Tilia americana"
"3679","A126","Tiliaamericana",2.15983854,"Tilia americana"
"3680","A128","Quercusmacrocarpa",45.06536574,"Quercus macrocarpa"
"3681","A128","Ostryavirginiana",2.22545016,"Ostrya virginiana"
"3682","A128","Ostryavirginiana",0.70880184,"Ostrya virginiana"
"3683","A128","Ostryavirginiana",0.8521875,"Ostrya virginiana"
"3684","A128","Tiliaamericana",2.71221966,"Tilia americana"
"3685","A128","Ostryavirginiana",1.11528846,"Ostrya virginiana"
"3686","A128","Ostryavirginiana",0.5454,"Ostrya virginiana"
"3687","A131","Quercusmacrocarpa",23.82967134,"Quercus macrocarpa"
"3688","A131","Quercusmacrocarpa",25.966494,"Quercus macrocarpa"
"3689","A131","Celtisoccidentalis",0.785376,"Celtis occidentalis"
"3690","A131","Ostryavirginiana",1.44907326,"Ostrya virginiana"
"3691","A131","Ostryavirginiana",0.83860704,"Ostrya virginiana"
"3692","A131","Quercusrubra",0.921726,"Quercus rubra"
"3693","A131","Tiliaamericana",1.68943104,"Tilia americana"
"3694","A131","Tiliaamericana",0.67198734,"Tilia americana"
"3695","A131","Tiliaamericana",1.576206,"Tilia americana"
"3696","A131","Tiliaamericana",0.67198734,"Tilia americana"
"3697","A131","Tiliaamericana",2.20347054,"Tilia americana"
"3698","A131","Tiliaamericana",0.5454,"Tilia americana"
"3699","A131","Fraxinussp.",13.3636635,"Fraxinus"
"3700","A131","Fraxinussp.",6.60501216,"Fraxinus"
"3701","A131","Fraxinussp.",6.304824,"Fraxinus"
"3702","A131","Fraxinussp.",6.304824,"Fraxinus"
"3703","A131","Fraxinussp.",10.084446,"Fraxinus"
"3704","A133","Quercusrubra",20.965176,"Quercus rubra"
"3705","A133","Quercusrubra",15.6107115,"Quercus rubra"
"3706","A133","Acersaccharum",1.8666315,"Acer saccharum"
"3707","A133","Prunusserotina",5.0735835,"Prunus serotina"
"3708","A133","Prunusserotina",0.659934,"Prunus serotina"
"3709","A133","Fraxinussp.",0.73389024,"Fraxinus"
"3710","A135","Juglansnigra",4.1245875,"Juglans nigra"
"3711","A135","Cerciscanadensis",4.9086,"Cercis canadensis"
"3712","A135","Cerciscanadensis",1.88686584,"Cercis canadensis"
"3713","A135","Crataegussp.",2.24753886,"Crataegus"
"3714","A135","Fraxinussp.",6.304824,"Fraxinus"
"3715","A135","Phellodendronamurense",7.6696875,"Phellodendron amurense"
"3716","A135","Unidentified",13.25589246,""
"3717","AA114","Acersaccharum",13.9090635,"Acer saccharum"
"3718","AA114","Acersaccharum",17.28748926,"Acer saccharum"
"3719","AA114","Quercusrubra",3.77247726,"Quercus rubra"
"3720","AA114","Quercusrubra",8.00041806,"Quercus rubra"
"3721","AA114","Quercusrubra",1.70868366,"Quercus rubra"
"3722","AA114","Ostryavirginiana",0.74659806,"Ostrya virginiana"
"3723","AA116","Acersaccharum",8.16840126,"Acer saccharum"
"3724","AA116","Acersaccharum",16.73919864,"Acer saccharum"
"3725","AA116","Ostryavirginiana",2.35961856,"Ostrya virginiana"
"3726","AA116","Quercusrubra",15.0325875,"Quercus rubra"
"3727","AA116","Acersaccharum",22.54950846,"Acer saccharum"
"3728","AA116","Quercusalba",21.37291704,"Quercus alba"
"3729","AA117","Acersaccharum",30.02776056,"Acer saccharum"
"3730","AA117","Ostryavirginiana",2.73659904,"Ostrya virginiana"
"3731","AA117","Ostryavirginiana",1.80658296,"Ostrya virginiana"
"3732","AA117","Ostryavirginiana",0.69642126,"Ostrya virginiana"
"3733","AA117","Fraxinussp.",44.6696235,"Fraxinus"
"3734","AA118","Quercusalba",26.04181374,"Quercus alba"
"3735","AA118","Tiliaamericana",6.56710686,"Tilia americana"
"3736","AA118","Tiliaamericana",8.0841915,"Tilia americana"
"3737","AA118","Ostryavirginiana",0.79852014,"Ostrya virginiana"
"3738","AA118","Ostryavirginiana",0.61281144,"Ostrya virginiana"
"3739","AA118","Unidentified",1.29347064,""
"3740","AA125","Acersaccharum",5.4117315,"Acer saccharum"
"3741","AA125","Acersaccharum",13.095054,"Acer saccharum"
"3742","AA125","Acersaccharum",5.7607875,"Acer saccharum"
"3743","AA125","Quercusmacrocarpa",43.6879035,"Quercus macrocarpa"
"3744","AA125","Acersaccharum",2.0738835,"Acer saccharum"
"3745","AA125","Ulmusamericana",3.40875,"Ulmus americana"
"3746","AA125","Ulmusamericana",4.275936,"Ulmus americana"
"3747","AA125","Fraxinussp.",7.875576,"Fraxinus"
"3748","AA129","Celtisoccidentalis",7.50694014,"Celtis occidentalis"
"3749","AA129","Prunusserotina",3.46350816,"Prunus serotina"
"3750","AA129","Tiliaamericana",8.85778686,"Tilia americana"
"3751","AA129","Ulmusamericana",4.09464504,"Ulmus americana"
"3752","AA129","Acersaccharum",2.2920435,"Acer saccharum"
"3753","AA129","Acersaccharum",0.8521875,"Acer saccharum"
"3754","AA129","Acersaccharum",2.03156046,"Acer saccharum"
"3755","AA129","Ostryavirginiana",1.068984,"Ostrya virginiana"
"3756","AA129","Ostryavirginiana",1.27672686,"Ostrya virginiana"
"3757","AA129","Tiliaamericana",2.73659904,"Tilia americana"
"3758","AA129","Tiliaamericana",1.55771694,"Tilia americana"
"3759","AA129","Ulmusamericana",1.09974456,"Ulmus americana"
"3760","AA129","Ulmusamericana",0.74659806,"Ulmus americana"
"3761","AA129","Ulmusamericana",0.69642126,"Ulmus americana"
"3762","AA129","Ulmusamericana",2.45124576,"Ulmus americana"
"3763","AA129","Ulmusamericana",0.83860704,"Ulmus americana"
"3764","AA141","0",0,""
"3765","AA95","Quercusalba",14.01945246,"Quercus alba"
"3766","AA95","Quercusalba",8.25304734,"Quercus alba"
"3767","AA95","Quercusalba",16.61855616,"Quercus alba"
"3768","AA95","Tiliaamericana",2.24753886,"Tilia americana"
"3769","AA95","Tiliaamericana",1.65125304,"Tilia americana"
"3770","AA95","Tiliaamericana",2.54461824,"Tilia americana"
"3771","AA95","Quercusalba",14.29733376,"Quercus alba"
"3772","AA95","Quercusalba",9.620856,"Quercus alba"
"3773","AA95","Ostryavirginiana",0.55636254,"Ostrya virginiana"
"3774","AA95","Tiliaamericana",0.659934,"Tilia americana"
"3775","AA95","Tiliaamericana",1.767096,"Tilia americana"
"3776","AA95","Ostryavirginiana",0.5454,"Ostrya virginiana"
"3777","AA95","Tiliaamericana",0.73389024,"Tilia americana"
"3778","AX131","0",0,""
"3779","AX132","0",0,""
"3780","AY122","0",0,""
"3781","AY124","0",0,""
"3782","AY127","Tiliaamericana",5.7607875,"Tilia americana"
"3783","AY127","Tiliaamericana",5.939406,"Tilia americana"
"3784","AY127","Ostryavirginiana",0.8521875,"Ostrya virginiana"
"3785","AY130","Tiliaamericana",16.1997435,"Tilia americana"
"3786","AY130","Tiliaamericana",2.20347054,"Tilia americana"
"3787","AY130","Tiliaamericana",8.99015544,"Tilia americana"
"3788","AZ133","Gymnocladusdioica",1.44907326,"Gymnocladus dioica"
"3789","AZ133","Gymnocladusdioica",2.13818616,"Gymnocladus dioica"
"3790","AZ133","Fraxinussp.",29.38375224,"Fraxinus"
"3791","AZ133","Fraxinussp.",2.59195896,"Fraxinus"
"3792","AZ138","Unidentified",0,""
"3793","B109","0",0,""
"3794","B115","Quercusellipsoidalis",1.74751614,"Quercus ellipsoidalis"
"3795","B116","Quercusalba",25.44231006,"Quercus alba"
"3796","B116","Quercusalba",28.98479214,"Quercus alba"
"3797","B116","Quercusrubra",13.635,"Quercus rubra"
"3798","B127","Quercusalba",19.83123486,"Quercus alba"
"3799","B127","Quercusalba",25.966494,"Quercus alba"
"3800","B127","Tiliaamericana",3.91728096,"Tilia americana"
"3801","B127","Prunusserotina",1.19464416,"Prunus serotina"
"3802","B127","Quercusrubra",21.10065336,"Quercus rubra"
"3803","B127","Acersaccharum",1.968894,"Acer saccharum"
"3804","B127","Acersaccharum",4.61850174,"Acer saccharum"
"3805","B127","Tiliaamericana",3.80121984,"Tilia americana"
"3806","B128","Juglansnigra",11.04435,"Juglans nigra"
"3807","B128","Quercusmacrocarpa",36.85180536,"Quercus macrocarpa"
"3808","B128","Prunusserotina",2.885166,"Prunus serotina"
"3809","B128","Tiliaamericana",1.767096,"Tilia americana"
"3810","B128","Tiliaamericana",3.91728096,"Tilia americana"
"3811","B128","Tiliaamericana",3.2737635,"Tilia americana"
"3812","B128","Fraxinussp.",3.80121984,"Fraxinus"
"3813","B128","Fraxinussp.",7.6696875,"Fraxinus"
"3814","B138","Unidentified",0,""
"3815","BB107","Quercusalba",37.84470606,"Quercus alba"
"3816","BB107","Quercusalba",12.98837376,"Quercus alba"
"3817","BB107","Acersaccharum",1.43134776,"Acer saccharum"
"3818","BB114","Tiliaamericana",22.20017976,"Tilia americana"
"3819","BB118","Quercusrubra",33.09710814,"Quercus rubra"
"3820","BB118","Quercusrubra",26.95415886,"Quercus rubra"
"3821","BB118","Ostryavirginiana",0.97932024,"Ostrya virginiana"
"3822","BB118","Ostryavirginiana",0.64798974,"Ostrya virginiana"
"3823","BB118","Fraxinussp.",8.21066976,"Fraxinus"
"3824","BB121","Quercusrubra",31.0891635,"Quercus rubra"
"3825","BB121","Ostryavirginiana",0.97932024,"Ostrya virginiana"
"3826","BB121","Fraxinussp.",1.32728544,"Fraxinus"
"3827","BB140","Ulmusamericana",16.67882286,"Ulmus americana"
"3828","BB140","Ulmusamericana",4.275936,"Ulmus americana"
"3829","BB140","Juglansnigra",7.54746336,"Juglans nigra"
"3830","BB140","Ulmusamericana",2.91030894,"Ulmus americana"
"3831","BB141","Ulmuspumila",6.37921656,"Ulmus pumila"
"3832","BB141","Ulmuspumila",43.49286846,"Ulmus pumila"
"3833","BB141","Ulmuspumila",15.903864,"Ulmus pumila"
"3834","BB141","Ulmuspumila",14.80439214,"Ulmus pumila"
"3835","BB141","Ulmuspumila",5.14034046,"Ulmus pumila"
"3836","BB144","Prunusserotina",5.90346414,"Prunus serotina"
"3837","BB144","Prunusserotina",3.0119715,"Prunus serotina"
"3838","BB144","Prunusserotina",9.168174,"Prunus serotina"
"3839","BB144","Ulmusamericana",7.6696875,"Ulmus americana"
"3840","BB144","Prunusserotina",6.41657646,"Prunus serotina"
"3841","BB144","Prunusserotina",5.0735835,"Prunus serotina"
"3842","BB144","Prunusserotina",3.141504,"Prunus serotina"
"3843","BB144","Prunusserotina",5.34322926,"Prunus serotina"
"3844","BB144","Prunusserotina",3.08936376,"Prunus serotina"
"3845","BB144","Prunusserotina",2.885166,"Prunus serotina"
"3846","BB144","Ostryavirginiana",0.89358336,"Ostrya virginiana"
"3847","BB144","Ulmusamericana",2.98639224,"Ulmus americana"
"3848","BB144","Ulmusamericana",2.2920435,"Ulmus americana"
"3849","BB144","Ulmusamericana",1.1467035,"Ulmus americana"
"3850","BB144","Acersaccharum",11.89457406,"Acer saccharum"
"3851","BB144","Fraxinussp.",2.35961856,"Fraxinus"
"3852","BB144","Prunusserotina",4.97426616,"Prunus serotina"
"3853","BB144","Unidentified",1.1467035,""
"3854","BB144","Unidentified",3.08936376,""
"3855","BB144","Fraxinussp.",0.659934,"Fraxinus"
"3856","BB84","Quercusrubra",19.04978574,"Quercus rubra"
"3857","BB84","Quercusrubra",43.10410734,"Quercus rubra"
"3858","BB84","Quercusrubra",21.92268024,"Quercus rubra"
"3859","BB84","Quercusrubra",15.37815294,"Quercus rubra"
"3860","BB84","Acersaccharum",1.02366126,"Acer saccharum"
"3861","BB84","Acersaccharum",2.03156046,"Acer saccharum"
"3862","BB84","Tiliaamericana",0.87967566,"Tilia americana"
"3863","BB84","Ostryavirginiana",0.921726,"Ostrya virginiana"
"3864","BB84","Ostryavirginiana",0.67198734,"Ostrya virginiana"
"3865","BB92","Quercusalba",24.92347104,"Quercus alba"
"3866","BB92","Quercusrubra",15.43612896,"Quercus rubra"
"3867","BB92","Quercusalba",13.095054,"Quercus alba"
"3868","BB92","Caryaovata",1.767096,"Carya ovata"
"3869","BB92","Caryaovata",0.58990464,"Carya ovata"
"3870","C105","0",0,""
"3871","C111","Acerplatanoides",5.90346414,"Acer platanoides"
"3872","C111","Quercusrubra",4.1245875,"Quercus rubra"
"3873","C111","Quercusrubra",12.20217966,"Quercus rubra"
"3874","C111","Prunusserotina",4.52376576,"Prunus serotina"
"3875","C111","Crataegussp.",0.87967566,"Crataegus"
"3876","C111","Ulmusamericana",2.54461824,"Ulmus americana"
"3877","C120","Juglansnigra",3.08936376,"Juglans nigra"
"3878","C120","Quercusellipsoidalis",9.80498304,"Quercus ellipsoidalis"
"3879","C120","Quercusrubra",8.38083456,"Quercus rubra"
"3880","C120","Tiliaamericana",6.8734035,"Tilia americana"
"3881","C120","Tiliaamericana",10.558944,"Tilia americana"
"3882","C120","Tiliaamericana",4.1245875,"Tilia americana"
"3883","C120","Ostryavirginiana",1.27672686,"Ostrya virginiana"
"3884","C120","Quercusellipsoidalis",0.8521875,"Quercus ellipsoidalis"
"3885","C120","Tiliaamericana",0.5454,"Tilia americana"
"3886","C120","Tiliaamericana",5.04036864,"Tilia americana"
"3887","C120","Tiliaamericana",1.22715,"Tilia americana"
"3888","C120","Fraxinussp.",0.97932024,"Fraxinus"
"3889","C120","Fraxinussp.",0.6013035,"Fraxinus"
"3890","C120","Fraxinussp.",3.141504,"Fraxinus"
"3891","C120","Fraxinussp.",6.304824,"Fraxinus"
"3892","C123","Ostryavirginiana",1.21084254,"Ostrya virginiana"
"3893","C123","Ostryavirginiana",1.34435646,"Ostrya virginiana"
"3894","C123","Ostryavirginiana",1.84650624,"Ostrya virginiana"
"3895","C123","Ostryavirginiana",1.80658296,"Ostrya virginiana"
"3896","C123","Quercusalba",4.65029856,"Quercus alba"
"3897","C123","Tiliaamericana",4.97426616,"Tilia americana"
"3898","C123","Quercusalba",18.985374,"Quercus alba"
"3899","C125","Quercusalba",21.92268024,"Quercus alba"
"3900","C125","Quercusalba",27.96025824,"Quercus alba"
"3901","C125","Tiliaamericana",3.686904,"Tilia americana"
"3902","C125","Quercusalba",33.43787406,"Quercus alba"
"3903","C125","Acersaccharum",1.52106606,"Acer saccharum"
"3904","C125","Ostryavirginiana",2.98639224,"Ostrya virginiana"
"3905","C125","Ulmusamericana",5.241294,"Ulmus americana"
"3906","C125","Unidentified",1.6702875,""
"3907","C127","Quercusalba",23.32763064,"Quercus alba"
"3908","C127","Quercusrubra",10.51100334,"Quercus rubra"
"3909","C127","Quercusrubra",8.38083456,"Quercus rubra"
"3910","C127","Tiliaamericana",3.30054264,"Tilia americana"
"3911","C127","Tiliaamericana",4.275936,"Tilia americana"
"3912","C127","Ostryavirginiana",1.068984,"Ostrya virginiana"
"3913","C127","Fraxinusquadrangulata",2.26973664,"Fraxinus quadrangulata"
"3914","C127","Ostryavirginiana",0.6013035,"Ostrya virginiana"
"3915","C127","Fraxinussp.",44.57096064,"Fraxinus"
"3916","CC109","Quercusalba",23.90182776,"Quercus alba"
"3917","CC109","Quercusalba",15.55240824,"Quercus alba"
"3918","CC109","Quercusalba",9.8512875,"Quercus alba"
"3919","CC109","Quercusalba",10.46317176,"Quercus alba"
"3920","CC109","Quercusmacrocarpa",14.40924984,"Quercus macrocarpa"
"3921","CC109","Prunusserotina",0.89358336,"Prunus serotina"
"3922","CC109","Tiliaamericana",1.90720926,"Tilia americana"
"3923","CC109","Ulmusamericana",1.63232766,"Ulmus americana"
"3924","CC109","Ostryavirginiana",0.70880184,"Ostrya virginiana"
"3925","CC109","Ulmusamericana",1.576206,"Ulmus americana"
"3926","CC109","Prunusserotina",0.68414976,"Prunus serotina"
"3927","CC110","Quercusalba",13.96420344,"Quercus alba"
"3928","CC110","Quercusrubra",43.29826974,"Quercus rubra"
"3929","CC110","Quercusalba",34.29742446,"Quercus alba"
"3930","CC110","Quercusrubra",19.50372216,"Quercus rubra"
"3931","CC110","Quercusrubra",18.347256,"Quercus rubra"
"3932","CC110","Ulmusrubra",0.68414976,"Ulmus rubra"
"3933","CC110","Tiliaamericana",1.11528846,"Tilia americana"
"3934","CC110","Ulmusamericana",1.61351136,"Ulmus americana"
"3935","CC110","Ostryavirginiana",0.67198734,"Ostrya virginiana"
"3936","CC110","Prunusserotina",0.8521875,"Prunus serotina"
"3937","CC110","Ostryavirginiana",1.11528846,"Ostrya virginiana"
"3938","CC110","Quercusalba",9.07894656,"Quercus alba"
"3939","CC123","Acersaccharum",20.16147456,"Acer saccharum"
"3940","CC123","Acersaccharum",1.63232766,"Acer saccharum"
"3941","CC123","Ulmusamericana",3.32743086,"Ulmus americana"
"3942","CC138","Acersaccharum",3.43607454,"Acer saccharum"
"3943","CC138","Acersaccharum",11.19209886,"Acer saccharum"
"3944","CC138","Acersaccharum",8.38083456,"Acer saccharum"
"3945","CC138","Acernegundo",2.0738835,"Acer negundo"
"3946","CC138","Ulmusamericana",1.3103235,"Ulmus americana"
"3947","CC138","Rhamnuscathartica",0.95030496,"Rhamnus cathartica"
"3948","CC138","Ulmusamericana",3.5464635,"Ulmus americana"
"3949","CC138","Rhamnuscathartica",0.63615456,"Rhamnus cathartica"
"3950","CC138","Acernegundo",5.48067006,"Acer negundo"
"3951","CC138","Acersaccharum",1.65125304,"Acer saccharum"
"3952","CC138","Rhamnuscathartica",0.5454,"Rhamnus cathartica"
"3953","CC138","Rhamnuscathartica",0.55636254,"Rhamnus cathartica"
"3954","CC138","Rhamnuscathartica",2.96092206,"Rhamnus cathartica"
"3955","CC138","Rhamnuscathartica",0.87967566,"Rhamnus cathartica"
"3956","CC138","Rhamnuscathartica",0.5454,"Rhamnus cathartica"
"3957","CC138","Ulmusamericana",2.1816,"Ulmus americana"
"3958","CC138","Ulmusamericana",17.720046,"Ulmus americana"
"3959","CC138","Fraxinussp.",1.19464416,"Fraxinus"
"3960","CC144","Prunusserotina",3.77247726,"Prunus serotina"
"3961","CC144","Prunusserotina",5.584896,"Prunus serotina"
"3962","CC144","Ulmusrubra",5.30914176,"Ulmus rubra"
"3963","CC144","Prunusserotina",4.7463435,"Prunus serotina"
"3964","CC144","Ulmusamericana",2.05266744,"Ulmus americana"
"3965","CC144","Fraxinussp.",0.74659806,"Fraxinus"
"3966","CC144","Unidentified",1.08430974,""
"3967","CC144","Fraxinussp.",1.82649006,"Fraxinus"
"3968","CC144","Prunusserotina",5.30914176,"Prunus serotina"
"3969","CC86","Quercusmacrocarpa",29.064366,"Quercus macrocarpa"
"3970","CC86","Acersaccharum",34.55741664,"Acer saccharum"
"3971","CC86","Quercusrubra",6.19405326,"Quercus rubra"
"3972","CC86","Ostryavirginiana",0.785376,"Ostrya virginiana"
"3973","CC86","Acersaccharum",0.6013035,"Acer saccharum"
"3974","CC86","Ostryavirginiana",0.74659806,"Ostrya virginiana"
"3975","CC96","Quercusalba",15.0325875,"Quercus alba"
"3976","CC96","Quercusalba",8.21066976,"Quercus alba"
"3977","CC96","Quercusalba",6.4916235,"Quercus alba"
"3978","CC96","Tiliaamericana",5.69010366,"Tilia americana"
"3979","CC96","Tiliaamericana",2.639736,"Tilia americana"
"3980","CC96","Quercusalba",14.4653715,"Quercus alba"
"3981","CC96","Quercusalba",14.4653715,"Quercus alba"
"3982","CC96","Tiliaamericana",1.29347064,"Tilia americana"
"3983","CC96","Tiliaamericana",0.9939915,"Tilia americana"
"3984","CC96","Tiliaamericana",1.3103235,"Tilia americana"
"3985","CC96","Tiliaamericana",1.37882574,"Tilia americana"
"3986","CC96","Acersaccharum",1.36153656,"Acer saccharum"
"3987","CC96","Ostryavirginiana",1.05376734,"Ostrya virginiana"
"3988","CC97","Quercusalba",22.20017976,"Quercus alba"
"3989","CC97","Acersaccharum",4.24544814,"Acer saccharum"
"3990","CC97","Acersaccharum",2.26973664,"Acer saccharum"
"3991","CC97","Quercusalba",10.3203315,"Quercus alba"
"3992","CC97","Quercusalba",13.41771264,"Quercus alba"
"3993","CC97","Quercusalba",34.64429886,"Quercus alba"
"3994","CC97","Quercusalba",10.99531854,"Quercus alba"
"3995","CC97","Acersaccharum",3.30054264,"Acer saccharum"
"3996","CC97","Quercusalba",15.320286,"Quercus alba"
"3997","CC97","Tiliaamericana",5.10690744,"Tilia americana"
"3998","CC97","Acersaccharum",0.6013035,"Acer saccharum"
"3999","CC97","Acersaccharum",3.24709344,"Acer saccharum"
"4000","CC99","Quercusalba",25.74118926,"Quercus alba"
"4001","CC99","Tiliaamericana",2.86013214,"Tilia americana"
"4002","CC99","Ulmusamericana",0.9939915,"Ulmus americana"
"4003","CC99","Tiliaamericana",1.41373134,"Tilia americana"
"4004","CC99","Tiliaamericana",0.7212915,"Tilia americana"
"4005","CC99","Tiliaamericana",1.8666315,"Tilia americana"
"4006","CC99","Tiliaamericana",0.87967566,"Tilia americana"
"4007","CC99","Tiliaamericana",1.34435646,"Tilia americana"
"4008","CC99","Tiliaamericana",0.73389024,"Tilia americana"
"4009","CC99","Unidentified",4.275936,""
"4010","CC99","Fraxinussp.",2.73659904,"Fraxinus"
"4011","D113","Quercusmacrocarpa",15.55240824,"Quercus macrocarpa"
"4012","D113","Quercusmacrocarpa",3.16773774,"Quercus macrocarpa"
